quote_id,competitor_id,num_feature_1,num_feature_2,num_feature_3,num_feature_4,num_feature_5,num_feature_6,num_feature_7,num_feature_8,num_feature_9,num_feature_10,num_feature_11,num_feature_12,geo_feature_1,geo_feature_2,geo_feature_3,geo_feature_4,geo_feature_5,geo_feature_6,geo_feature_7,geo_feature_8,geo_feature_9,cat_feature_1,cat_feature_2,cat_feature_3,cat_feature_4,cat_feature_5,cat_feature_6,cat_feature_7,cat_feature_8,cat_feature_9,target_price
Q00004,comp_5,42,7,0.254,5,4,183.0,2.6,14,14,89.7,4,9.5,-0.5143,1.1623,1.7694,0.6484,1.036,-0.4974,1.2366,0.2994,0.0581,region_C,standard,tariff_3,imported,diesel,hydraulic,SOHC,gen_1,M,10020.58
Q00005,comp_1,31,2,0.012,5,4,114.0,1.2,17,15,95.7,16,9.1,2.1701,1.0842,0.2022,0.5577,-0.1178,0.819,-0.0469,0.4943,0.0397,region_A,commercial,tariff_1,domestic,flex,electric,DOHC,gen_1,M,12523.62
Q00005,comp_2,31,2,0.012,5,4,114.0,1.2,17,15,95.7,16,9.1,2.1701,1.0842,0.2022,0.5577,-0.1178,0.819,-0.0469,0.4943,0.0397,region_A,commercial,tariff_1,domestic,flex,electric,DOHC,gen_1,M,14208.72
Q00005,comp_3,31,2,0.012,5,4,114.0,1.2,17,15,95.7,16,9.1,2.1701,1.0842,0.2022,0.5577,-0.1178,0.819,-0.0469,0.4943,0.0397,region_A,commercial,tariff_1,domestic,flex,electric,DOHC,gen_1,M,16060.45
Q00005,comp_4,31,2,0.012,5,4,114.0,1.2,17,15,95.7,16,9.1,2.1701,1.0842,0.2022,0.5577,-0.1178,0.819,-0.0469,0.4943,0.0397,region_A,commercial,tariff_1,domestic,flex,electric,DOHC,gen_1,M,19684.49
Q00005,comp_5,31,2,0.012,5,4,114.0,1.2,17,15,95.7,16,9.1,2.1701,1.0842,0.2022,0.5577,-0.1178,0.819,-0.0469,0.4943,0.0397,region_A,commercial,tariff_1,domestic,flex,electric,DOHC,gen_1,M,13432.04
Q00006,comp_1,24,11,0.135,2,4,154.0,1.1,16,18,69.9,4,8.0,1.6774,-1.1855,0.7021,-0.8243,-1.8739,0.871,1.3572,-0.4132,0.556,region_F,standard,tariff_6,domestic,diesel,hydraulic,SOHC,gen_1,F,9274.29
Q00006,comp_2,24,11,0.135,2,4,154.0,1.1,16,18,69.9,4,8.0,1.6774,-1.1855,0.7021,-0.8243,-1.8739,0.871,1.3572,-0.4132,0.556,region_F,standard,tariff_6,domestic,diesel,hydraulic,SOHC,gen_1,F,10302.99
Q00006,comp_3,24,11,0.135,2,4,154.0,1.1,16,18,69.9,4,8.0,1.6774,-1.1855,0.7021,-0.8243,-1.8739,0.871,1.3572,-0.4132,0.556,region_F,standard,tariff_6,domestic,diesel,hydraulic,SOHC,gen_1,F,7731.29
Q00006,comp_4,24,11,0.135,2,4,154.0,1.1,16,18,69.9,4,8.0,1.6774,-1.1855,0.7021,-0.8243,-1.8739,0.871,1.3572,-0.4132,0.556,region_F,standard,tariff_6,domestic,diesel,hydraulic,SOHC,gen_1,F,11228.01
Q00006,comp_5,24,11,0.135,2,4,154.0,1.1,16,18,69.9,4,8.0,1.6774,-1.1855,0.7021,-0.8243,-1.8739,0.871,1.3572,-0.4132,0.556,region_F,standard,tariff_6,domestic,diesel,hydraulic,SOHC,gen_1,F,14479.82
Q00007,comp_1,48,5,0.268,3,4,132.0,5.5,15,14,96.9,4,9.9,0.7065,1.3049,-0.3376,0.3672,0.6723,-0.7131,1.1519,-0.8441,0.4744,region_C,commercial,tariff_2,imported,electric,manual,SOHC,gen_4,F,8907.22
Q00007,comp_2,48,5,0.268,3,4,132.0,5.5,15,14,96.9,4,9.9,0.7065,1.3049,-0.3376,0.3672,0.6723,-0.7131,1.1519,-0.8441,0.4744,region_C,commercial,tariff_2,imported,electric,manual,SOHC,gen_4,F,11559.49
Q00007,comp_3,48,5,0.268,3,4,132.0,5.5,15,14,96.9,4,9.9,0.7065,1.3049,-0.3376,0.3672,0.6723,-0.7131,1.1519,-0.8441,0.4744,region_C,commercial,tariff_2,imported,electric,manual,SOHC,gen_4,F,8922.0
Q00007,comp_4,48,5,0.268,3,4,132.0,5.5,15,14,96.9,4,9.9,0.7065,1.3049,-0.3376,0.3672,0.6723,-0.7131,1.1519,-0.8441,0.4744,region_C,commercial,tariff_2,imported,electric,manual,SOHC,gen_4,F,15727.7
Q00007,comp_5,48,5,0.268,3,4,132.0,5.5,15,14,96.9,4,9.9,0.7065,1.3049,-0.3376,0.3672,0.6723,-0.7131,1.1519,-0.8441,0.4744,region_C,commercial,tariff_2,imported,electric,manual,SOHC,gen_4,F,8572.12
Q00008,comp_1,65,1,0.225,4,4,321.0,3.2,18,19,80.7,16,13.8,0.3565,-0.3579,-0.5106,1.9283,-0.6582,-0.7013,1.0513,1.0322,-0.1388,region_D,commercial,tariff_3,domestic,gasoline,manual,DOHC,gen_1,M,13864.26
Q00008,comp_2,65,1,0.225,4,4,321.0,3.2,18,19,80.7,16,13.8,0.3565,-0.3579,-0.5106,1.9283,-0.6582,-0.7013,1.0513,1.0322,-0.1388,region_D,commercial,tariff_3,domestic,gasoline,manual,DOHC,gen_1,M,17367.72
Q00008,comp_3,65,1,0.225,4,4,321.0,3.2,18,19,80.7,16,13.8,0.3565,-0.3579,-0.5106,1.9283,-0.6582,-0.7013,1.0513,1.0322,-0.1388,region_D,commercial,tariff_3,domestic,gasoline,manual,DOHC,gen_1,M,13061.67
Q00008,comp_4,65,1,0.225,4,4,321.0,3.2,18,19,80.7,16,13.8,0.3565,-0.3579,-0.5106,1.9283,-0.6582,-0.7013,1.0513,1.0322,-0.1388,region_D,commercial,tariff_3,domestic,gasoline,manual,DOHC,gen_1,M,17389.52
Q00008,comp_5,65,1,0.225,4,4,321.0,3.2,18,19,80.7,16,13.8,0.3565,-0.3579,-0.5106,1.9283,-0.6582,-0.7013,1.0513,1.0322,-0.1388,region_D,commercial,tariff_3,domestic,gasoline,manual,DOHC,gen_1,M,25040.34
Q00009,comp_1,23,11,0.298,0,4,328.0,2.6,13,16,70.4,4,10.1,-1.8623,-0.755,0.0822,0.2516,-0.3356,0.0453,-1.2035,0.022,-1.193,region_E,commercial,tariff_6,domestic,diesel,electric,DOHC,gen_4,M,5362.88
Q00009,comp_2,23,11,0.298,0,4,328.0,2.6,13,16,70.4,4,10.1,-1.8623,-0.755,0.0822,0.2516,-0.3356,0.0453,-1.2035,0.022,-1.193,region_E,commercial,tariff_6,domestic,diesel,electric,DOHC,gen_4,M,6236.54
Q00009,comp_3,23,11,0.298,0,4,328.0,2.6,13,16,70.4,4,10.1,-1.8623,-0.755,0.0822,0.2516,-0.3356,0.0453,-1.2035,0.022,-1.193,region_E,commercial,tariff_6,domestic,diesel,electric,DOHC,gen_4,M,6804.75
Q00009,comp_4,23,11,0.298,0,4,328.0,2.6,13,16,70.4,4,10.1,-1.8623,-0.755,0.0822,0.2516,-0.3356,0.0453,-1.2035,0.022,-1.193,region_E,commercial,tariff_6,domestic,diesel,electric,DOHC,gen_4,M,9637.02
Q00009,comp_5,23,11,0.298,0,4,328.0,2.6,13,16,70.4,4,10.1,-1.8623,-0.755,0.0822,0.2516,-0.3356,0.0453,-1.2035,0.022,-1.193,region_E,commercial,tariff_6,domestic,diesel,electric,DOHC,gen_4,M,6980.62
Q00010,comp_1,63,14,0.159,7,4,151.0,2.2,13,16,93.8,4,11.0,0.1568,-0.1693,-0.6583,0.9013,-1.053,-0.1155,0.0171,0.9487,-0.4411,region_F,commercial,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_4,F,8635.01
Q00010,comp_2,63,14,0.159,7,4,151.0,2.2,13,16,93.8,4,11.0,0.1568,-0.1693,-0.6583,0.9013,-1.053,-0.1155,0.0171,0.9487,-0.4411,region_F,commercial,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_4,F,9846.06
Q00010,comp_3,63,14,0.159,7,4,151.0,2.2,13,16,93.8,4,11.0,0.1568,-0.1693,-0.6583,0.9013,-1.053,-0.1155,0.0171,0.9487,-0.4411,region_F,commercial,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_4,F,10837.27
Q00010,comp_4,63,14,0.159,7,4,151.0,2.2,13,16,93.8,4,11.0,0.1568,-0.1693,-0.6583,0.9013,-1.053,-0.1155,0.0171,0.9487,-0.4411,region_F,commercial,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_4,F,9638.3
Q00010,comp_5,63,14,0.159,7,4,151.0,2.2,13,16,93.8,4,11.0,0.1568,-0.1693,-0.6583,0.9013,-1.053,-0.1155,0.0171,0.9487,-0.4411,region_F,commercial,tariff_3,domestic,gasoline,hydraulic,SOHC,gen_4,F,10014.15
Q00011,comp_1,62,0,0.198,6,4,152.0,5.4,20,16,61.4,4,12.5,-0.5492,0.8311,0.7243,0.6933,0.0728,1.3931,1.2228,1.6462,-0.6228,region_H,commercial,tariff_5,imported,diesel,electric,SOHC,gen_4,M,11317.53
Q00011,comp_2,62,0,0.198,6,4,152.0,5.4,20,16,61.4,4,12.5,-0.5492,0.8311,0.7243,0.6933,0.0728,1.3931,1.2228,1.6462,-0.6228,region_H,commercial,tariff_5,imported,diesel,electric,SOHC,gen_4,M,12288.98
Q00011,comp_3,62,0,0.198,6,4,152.0,5.4,20,16,61.4,4,12.5,-0.5492,0.8311,0.7243,0.6933,0.0728,1.3931,1.2228,1.6462,-0.6228,region_H,commercial,tariff_5,imported,diesel,electric,SOHC,gen_4,M,12467.42
Q00011,comp_4,62,0,0.198,6,4,152.0,5.4,20,16,61.4,4,12.5,-0.5492,0.8311,0.7243,0.6933,0.0728,1.3931,1.2228,1.6462,-0.6228,region_H,commercial,tariff_5,imported,diesel,electric,SOHC,gen_4,M,15362.22
Q00011,comp_5,62,0,0.198,6,4,152.0,5.4,20,16,61.4,4,12.5,-0.5492,0.8311,0.7243,0.6933,0.0728,1.3931,1.2228,1.6462,-0.6228,region_H,commercial,tariff_5,imported,diesel,electric,SOHC,gen_4,M,18437.58
Q00012,comp_1,34,6,0.091,3,4,128.0,2.1,18,19,82.4,4,11.3,-0.8167,0.5405,-1.6063,0.307,1.0652,0.7027,0.2723,0.5206,-0.2851,region_E,special,tariff_1,imported,gasoline,hydraulic,DOHC,gen_3,M,4938.95
Q00012,comp_2,34,6,0.091,3,4,128.0,2.1,18,19,82.4,4,11.3,-0.8167,0.5405,-1.6063,0.307,1.0652,0.7027,0.2723,0.5206,-0.2851,region_E,special,tariff_1,imported,gasoline,hydraulic,DOHC,gen_3,M,9728.68
Q00012,comp_3,34,6,0.091,3,4,128.0,2.1,18,19,82.4,4,11.3,-0.8167,0.5405,-1.6063,0.307,1.0652,0.7027,0.2723,0.5206,-0.2851,region_E,special,tariff_1,imported,gasoline,hydraulic,DOHC,gen_3,M,7015.97
Q00012,comp_4,34,6,0.091,3,4,128.0,2.1,18,19,82.4,4,11.3,-0.8167,0.5405,-1.6063,0.307,1.0652,0.7027,0.2723,0.5206,-0.2851,region_E,special,tariff_1,imported,gasoline,hydraulic,DOHC,gen_3,M,9624.43
Q00012,comp_5,34,6,0.091,3,4,128.0,2.1,18,19,82.4,4,11.3,-0.8167,0.5405,-1.6063,0.307,1.0652,0.7027,0.2723,0.5206,-0.2851,region_E,special,tariff_1,imported,gasoline,hydraulic,DOHC,gen_3,M,10219.84
Q00013,comp_1,52,13,0.284,4,4,231.0,4.3,17,13,88.9,4,12.5,0.1548,-0.2554,0.89,0.1865,0.9327,-0.0704,0.5544,0.3585,0.6912,region_B,special,tariff_2,imported,electric,manual,DOHC,gen_3,F,5218.67
Q00013,comp_2,52,13,0.284,4,4,231.0,4.3,17,13,88.9,4,12.5,0.1548,-0.2554,0.89,0.1865,0.9327,-0.0704,0.5544,0.3585,0.6912,region_B,special,tariff_2,imported,electric,manual,DOHC,gen_3,F,7726.81
Q00013,comp_3,52,13,0.284,4,4,231.0,4.3,17,13,88.9,4,12.5,0.1548,-0.2554,0.89,0.1865,0.9327,-0.0704,0.5544,0.3585,0.6912,region_B,special,tariff_2,imported,electric,manual,DOHC,gen_3,F,7808.26
Q00013,comp_4,52,13,0.284,4,4,231.0,4.3,17,13,88.9,4,12.5,0.1548,-0.2554,0.89,0.1865,0.9327,-0.0704,0.5544,0.3585,0.6912,region_B,special,tariff_2,imported,electric,manual,DOHC,gen_3,F,6825.07
Q00013,comp_5,52,13,0.284,4,4,231.0,4.3,17,13,88.9,4,12.5,0.1548,-0.2554,0.89,0.1865,0.9327,-0.0704,0.5544,0.3585,0.6912,region_B,special,tariff_2,imported,electric,manual,DOHC,gen_3,F,8409.93
Q00014,comp_1,28,11,0.11,3,4,130.0,2.3,13,19,71.2,2,12.0,-0.4711,0.8377,0.0393,0.5473,1.5862,0.6061,-1.3879,3.2002,0.4041,region_F,standard,tariff_5,imported,diesel,manual,DOHC,gen_3,F,6867.48
Q00014,comp_2,28,11,0.11,3,4,130.0,2.3,13,19,71.2,2,12.0,-0.4711,0.8377,0.0393,0.5473,1.5862,0.6061,-1.3879,3.2002,0.4041,region_F,standard,tariff_5,imported,diesel,manual,DOHC,gen_3,F,8691.27
Q00014,comp_3,28,11,0.11,3,4,130.0,2.3,13,19,71.2,2,12.0,-0.4711,0.8377,0.0393,0.5473,1.5862,0.6061,-1.3879,3.2002,0.4041,region_F,standard,tariff_5,imported,diesel,manual,DOHC,gen_3,F,8990.37
Q00014,comp_4,28,11,0.11,3,4,130.0,2.3,13,19,71.2,2,12.0,-0.4711,0.8377,0.0393,0.5473,1.5862,0.6061,-1.3879,3.2002,0.4041,region_F,standard,tariff_5,imported,diesel,manual,DOHC,gen_3,F,18282.3
Q00014,comp_5,28,11,0.11,3,4,130.0,2.3,13,19,71.2,2,12.0,-0.4711,0.8377,0.0393,0.5473,1.5862,0.6061,-1.3879,3.2002,0.4041,region_F,standard,tariff_5,imported,diesel,manual,DOHC,gen_3,F,9400.16
Q00015,comp_1,58,13,0.222,7,4,125.0,1.3,17,19,94.5,8,11.7,0.8693,0.1399,-0.2147,0.7633,1.728,-2.0467,1.9188,0.207,0.824,region_A,standard,tariff_2,domestic,flex,hydraulic,DOHC,gen_3,M,5777.22
Q00015,comp_2,58,13,0.222,7,4,125.0,1.3,17,19,94.5,8,11.7,0.8693,0.1399,-0.2147,0.7633,1.728,-2.0467,1.9188,0.207,0.824,region_A,standard,tariff_2,domestic,flex,hydraulic,DOHC,gen_3,M,7681.93
Q00015,comp_3,58,13,0.222,7,4,125.0,1.3,17,19,94.5,8,11.7,0.8693,0.1399,-0.2147,0.7633,1.728,-2.0467,1.9188,0.207,0.824,region_A,standard,tariff_2,domestic,flex,hydraulic,DOHC,gen_3,M,7495.45
Q00015,comp_4,58,13,0.222,7,4,125.0,1.3,17,19,94.5,8,11.7,0.8693,0.1399,-0.2147,0.7633,1.728,-2.0467,1.9188,0.207,0.824,region_A,standard,tariff_2,domestic,flex,hydraulic,DOHC,gen_3,M,7263.85
Q00015,comp_5,58,13,0.222,7,4,125.0,1.3,17,19,94.5,8,11.7,0.8693,0.1399,-0.2147,0.7633,1.728,-2.0467,1.9188,0.207,0.824,region_A,standard,tariff_2,domestic,flex,hydraulic,DOHC,gen_3,M,6778.42
Q00016,comp_1,55,6,0.121,8,4,220.0,4.1,16,19,69.6,8,11.9,-1.936,-0.573,-1.643,-1.3522,-2.0459,-0.6153,-0.7914,-1.0905,-0.3841,region_G,standard,tariff_3,domestic,diesel,electric,SOHC,gen_4,F,12331.33
Q00016,comp_2,55,6,0.121,8,4,220.0,4.1,16,19,69.6,8,11.9,-1.936,-0.573,-1.643,-1.3522,-2.0459,-0.6153,-0.7914,-1.0905,-0.3841,region_G,standard,tariff_3,domestic,diesel,electric,SOHC,gen_4,F,10883.63
Q00016,comp_3,55,6,0.121,8,4,220.0,4.1,16,19,69.6,8,11.9,-1.936,-0.573,-1.643,-1.3522,-2.0459,-0.6153,-0.7914,-1.0905,-0.3841,region_G,standard,tariff_3,domestic,diesel,electric,SOHC,gen_4,F,13027.14
Q00016,comp_4,55,6,0.121,8,4,220.0,4.1,16,19,69.6,8,11.9,-1.936,-0.573,-1.643,-1.3522,-2.0459,-0.6153,-0.7914,-1.0905,-0.3841,region_G,standard,tariff_3,domestic,diesel,electric,SOHC,gen_4,F,12798.38
Q00016,comp_5,55,6,0.121,8,4,220.0,4.1,16,19,69.6,8,11.9,-1.936,-0.573,-1.643,-1.3522,-2.0459,-0.6153,-0.7914,-1.0905,-0.3841,region_G,standard,tariff_3,domestic,diesel,electric,SOHC,gen_4,F,12523.98
Q00017,comp_1,38,5,0.169,1,4,120.0,1.0,17,20,93.6,4,12.8,0.075,-0.708,-0.9798,0.2473,-1.1936,0.2878,-1.9944,-0.2812,1.5084,region_C,standard,tariff_1,imported,diesel,manual,DOHC,gen_2,M,8268.1
Q00017,comp_2,38,5,0.169,1,4,120.0,1.0,17,20,93.6,4,12.8,0.075,-0.708,-0.9798,0.2473,-1.1936,0.2878,-1.9944,-0.2812,1.5084,region_C,standard,tariff_1,imported,diesel,manual,DOHC,gen_2,M,11197.77
Q00017,comp_3,38,5,0.169,1,4,120.0,1.0,17,20,93.6,4,12.8,0.075,-0.708,-0.9798,0.2473,-1.1936,0.2878,-1.9944,-0.2812,1.5084,region_C,standard,tariff_1,imported,diesel,manual,DOHC,gen_2,M,8448.03
Q00017,comp_4,38,5,0.169,1,4,120.0,1.0,17,20,93.6,4,12.8,0.075,-0.708,-0.9798,0.2473,-1.1936,0.2878,-1.9944,-0.2812,1.5084,region_C,standard,tariff_1,imported,diesel,manual,DOHC,gen_2,M,14474.53
Q00017,comp_5,38,5,0.169,1,4,120.0,1.0,17,20,93.6,4,12.8,0.075,-0.708,-0.9798,0.2473,-1.1936,0.2878,-1.9944,-0.2812,1.5084,region_C,standard,tariff_1,imported,diesel,manual,DOHC,gen_2,M,16228.56
Q00018,comp_1,23,11,0.216,4,4,146.0,4.0,13,19,63.1,4,12.3,-0.8791,0.4102,1.1987,-0.1841,-1.8082,1.1154,-0.3511,1.5517,0.6728,region_F,special,tariff_4,imported,gasoline,electric,DOHC,gen_4,F,10018.62
Q00018,comp_2,23,11,0.216,4,4,146.0,4.0,13,19,63.1,4,12.3,-0.8791,0.4102,1.1987,-0.1841,-1.8082,1.1154,-0.3511,1.5517,0.6728,region_F,special,tariff_4,imported,gasoline,electric,DOHC,gen_4,F,9181.12
Q00018,comp_3,23,11,0.216,4,4,146.0,4.0,13,19,63.1,4,12.3,-0.8791,0.4102,1.1987,-0.1841,-1.8082,1.1154,-0.3511,1.5517,0.6728,region_F,special,tariff_4,imported,gasoline,electric,DOHC,gen_4,F,8519.55
Q00018,comp_4,23,11,0.216,4,4,146.0,4.0,13,19,63.1,4,12.3,-0.8791,0.4102,1.1987,-0.1841,-1.8082,1.1154,-0.3511,1.5517,0.6728,region_F,special,tariff_4,imported,gasoline,electric,DOHC,gen_4,F,14597.88
Q00018,comp_5,23,11,0.216,4,4,146.0,4.0,13,19,63.1,4,12.3,-0.8791,0.4102,1.1987,-0.1841,-1.8082,1.1154,-0.3511,1.5517,0.6728,region_F,special,tariff_4,imported,gasoline,electric,DOHC,gen_4,F,9642.7
Q00019,comp_1,69,2,0.153,0,4,79.0,2.1,17,17,66.4,8,12.8,-0.4096,-0.0825,-0.2086,-0.3915,0.6319,0.1998,-2.4475,-1.2942,0.1122,region_B,special,tariff_3,domestic,diesel,hydraulic,DOHC,gen_2,F,7055.29
Q00019,comp_2,69,2,0.153,0,4,79.0,2.1,17,17,66.4,8,12.8,-0.4096,-0.0825,-0.2086,-0.3915,0.6319,0.1998,-2.4475,-1.2942,0.1122,region_B,special,tariff_3,domestic,diesel,hydraulic,DOHC,gen_2,F,7066.1
Q00019,comp_3,69,2,0.153,0,4,79.0,2.1,17,17,66.4,8,12.8,-0.4096,-0.0825,-0.2086,-0.3915,0.6319,0.1998,-2.4475,-1.2942,0.1122,region_B,special,tariff_3,domestic,diesel,hydraulic,DOHC,gen_2,F,8466.66
Q00019,comp_4,69,2,0.153,0,4,79.0,2.1,17,17,66.4,8,12.8,-0.4096,-0.0825,-0.2086,-0.3915,0.6319,0.1998,-2.4475,-1.2942,0.1122,region_B,special,tariff_3,domestic,diesel,hydraulic,DOHC,gen_2,F,9359.86
Q00019,comp_5,69,2,0.153,0,4,79.0,2.1,17,17,66.4,8,12.8,-0.4096,-0.0825,-0.2086,-0.3915,0.6319,0.1998,-2.4475,-1.2942,0.1122,region_B,special,tariff_3,domestic,diesel,hydraulic,DOHC,gen_2,F,9391.36
Q00020,comp_1,42,3,0.272,4,2,197.0,4.4,17,16,75.2,16,8.9,0.3046,-1.3755,0.2784,1.296,-0.6931,1.4582,-1.0851,-0.7525,0.6033,region_D,commercial,tariff_6,imported,diesel,hydraulic,DOHC,gen_1,M,9834.14
